Artist Name,Year,Movie,Critic Score,Audience Score,Box Office Score,Updated By
Lokesh Kanagaraj,2019,,,,,
Lokesh Kanagaraj,2020,,,,,
AL Vijay,2010,,,,,
AL Vijay,2011,,,,,
AL Vijay,2012,,,,,
AL Vijay,2013,,,,,
AL Vijay,2014,,,,,
AL Vijay,2015,,,,,
AL Vijay,2016,,,,,
AL Vijay,2017,,,,,
AL Vijay,2018,,,,,
AL Vijay,2019,,,,,
AL Vijay,2020,,,,,
Kaali Venkat,2010,,,,,
Kaali Venkat,2011,,,,,
Kaali Venkat,2012,,,,,
Kaali Venkat,2013,,,,,
Kaali Venkat,2014,,,,,
Kaali Venkat,2015,,,,,
Kaali Venkat,2016,,,,,
Kaali Venkat,2017,,,,,
Kaali Venkat,2018,,,,,
Kaali Venkat,2019,,,,,
Kaali Venkat,2020,,,,,
Santhosh Narayanan,2010,,,,,
Santhosh Narayanan,2011,,,,,
Santhosh Narayanan,2012,,,,,
Santhosh Narayanan,2013,,,,,
Santhosh Narayanan,2014,,,,,
Santhosh Narayanan,2015,,,,,
Santhosh Narayanan,2016,,,,,
Santhosh Narayanan,2017,,,,,
Santhosh Narayanan,2018,,,,,
Santhosh Narayanan,2019,,,,,
Santhosh Narayanan,2020,,,,,
Vijay Antony,2010,,,,,
Vijay Antony,2011,,,,,
Vijay Antony,2012,,,,,
Vijay Antony,2013,,,,,
Vijay Antony,2014,,,,,
Vijay Antony,2015,,,,,
Vijay Antony,2016,,,,,
Vijay Antony,2017,,,,,
Vijay Antony,2018,,,,,
Vijay Antony,2019,,,,,
Vijay Antony,2020,,,,,
Ghibran,2010,,,,,
Ghibran,2011,,,,,
Ghibran,2012,,,,,
Ghibran,2013,,,,,
Ghibran,2014,,,,,
Ghibran,2015,,,,,
Ghibran,2016,,,,,
Ghibran,2017,,,,,
Ghibran,2018,,,,,
Ghibran,2019,,,,,
Ghibran,2020,,,,,
D. Imman,2010,,,,,
D. Imman,2011,,,,,
D. Imman,2012,,,,,
D. Imman,2013,,,,,
D. Imman,2014,,,,,
D. Imman,2015,,,,,
D. Imman,2016,,,,,
D. Imman,2017,,,,,
D. Imman,2018,,,,,
D. Imman,2019,,,,,
D. Imman,2020,,,,,
Sam CS,2010,,,,,
Sam CS,2011,,,,,
Sam CS,2012,,,,,
Sam CS,2013,,,,,
Sam CS,2014,,,,,
Sam CS,2015,,,,,
Sam CS,2016,,,,,
Sam CS,2017,,,,,
Sam CS,2018,,,,,
Sam CS,2019,,,,,
Sam CS,2020,,,,,
Vidhyasagar,2010,,,,,
Vidhyasagar,2011,,,,,
Vidhyasagar,2012,,,,,
Vidhyasagar,2013,,,,,
Vidhyasagar,2014,,,,,
Vidhyasagar,2015,,,,,
Vidhyasagar,2016,,,,,
Vidhyasagar,2017,,,,,
Vidhyasagar,2018,,,,,
Vidhyasagar,2019,,,,,
Vidhyasagar,2020,,,,,
Devi shri prasad,2010,,,,,
Devi shri prasad,2011,,,,,
Devi shri prasad,2012,,,,,
Devi shri prasad,2013,,,,,
Devi shri prasad,2014,,,,,
Devi shri prasad,2015,,,,,
Devi shri prasad,2016,,,,,
Devi shri prasad,2017,,,,,
Devi shri prasad,2018,,,,,
Devi shri prasad,2019,,,,,
Devi shri prasad,2020,,,,,
Kovai Sarala,2010,,,,,
Kovai Sarala,2011,,,,,
Kovai Sarala,2012,,,,,
Kovai Sarala,2013,,,,,
Kovai Sarala,2014,,,,,
Kovai Sarala,2015,,,,,
Kovai Sarala,2016,,,,,
Kovai Sarala,2017,,,,,
Kovai Sarala,2018,,,,,
Kovai Sarala,2019,,,,,
Kovai Sarala,2020,,,,,
Manivannan,2010,,,,,
Manivannan,2011,,,,,
Manivannan,2012,,,,,
Manivannan,2013,,,,,
Manivannan,2014,,,,,
Manivannan,2015,,,,,
Manivannan,2016,,,,,
Manivannan,2017,,,,,
Manivannan,2018,,,,,
Manivannan,2019,,,,,
Manivannan,2020,,,,,
Delhi Ganesh,2010,,,,,
Delhi Ganesh,2011,,,,,
Delhi Ganesh,2012,,,,,
Delhi Ganesh,2013,,,,,
Delhi Ganesh,2014,,,,,
Delhi Ganesh,2015,,,,,
Delhi Ganesh,2016,,,,,
Delhi Ganesh,2017,,,,,
Delhi Ganesh,2018,,,,,
Delhi Ganesh,2019,,,,,
Delhi Ganesh,2020,,,,,
Thaman S,2010,,,,,
Thaman S,2011,,,,,
Thaman S,2012,,,,,
Thaman S,2013,,,,,
Thaman S,2014,,,,,
Thaman S,2015,,,,,
Thaman S,2016,,,,,
Thaman S,2017,,,,,
Thaman S,2018,,,,,
Thaman S,2019,,,,,
Thaman S,2020,,,,,
Karunas,2010,,,,,
Karunas,2011,,,,,
Karunas,2012,,,,,
Karunas,2013,,,,,
Karunas,2014,,,,,
Karunas,2015,,,,,
Karunas,2016,,,,,
Karunas,2017,,,,,
Karunas,2018,,,,,
Karunas,2019,,,,,
Karunas,2020,,,,,
Manobala,2010,,,,,
Manobala,2011,,,,,
Manobala,2012,,,,,
Manobala,2013,,,,,
Manobala,2014,,,,,
Manobala,2015,,,,,
Manobala,2016,,,,,
Manobala,2017,,,,,
Manobala,2018,,,,,
Manobala,2019,,,,,
Manobala,2020,,,,,
Venniradai Moorthy,2010,,,,,
Venniradai Moorthy,2011,,,,,
Venniradai Moorthy,2012,,,,,
Venniradai Moorthy,2013,,,,,
Venniradai Moorthy,2014,,,,,
Venniradai Moorthy,2015,,,,,
Venniradai Moorthy,2016,,,,,
Venniradai Moorthy,2017,,,,,
Venniradai Moorthy,2018,,,,,
Venniradai Moorthy,2019,,,,,
Venniradai Moorthy,2020,,,,,
Ganja Karuppu,2010,,,,,
Ganja Karuppu,2011,,,,,
Ganja Karuppu,2012,,,,,
Ganja Karuppu,2013,,,,,
Ganja Karuppu,2014,,,,,
Ganja Karuppu,2015,,,,,
Ganja Karuppu,2016,,,,,
Ganja Karuppu,2017,,,,,
Ganja Karuppu,2018,,,,,
Ganja Karuppu,2019,,,,,
Ganja Karuppu,2020,,,,,
Singamuthu,2010,,,,,
Singamuthu,2011,,,,,
Singamuthu,2012,,,,,
Singamuthu,2013,,,,,
Singamuthu,2014,,,,,
Singamuthu,2015,,,,,
Singamuthu,2016,,,,,
Singamuthu,2017,,,,,
Singamuthu,2018,,,,,
Singamuthu,2019,,,,,
Singamuthu,2020,,,,,
Karunakaran,2010,,,,,
Karunakaran,2011,,,,,
Karunakaran,2012,,,,,
Karunakaran,2013,,,,,
Karunakaran,2014,,,,,
Karunakaran,2015,,,,,
Karunakaran,2016,,,,,
Karunakaran,2017,,,,,
Karunakaran,2018,,,,,
Karunakaran,2019,,,,,
Karunakaran,2020,,,,,
Charle,2010,,,,,
Charle,2011,,,,,
Charle,2012,,,,,
Charle,2013,,,,,
Charle,2014,,,,,
Charle,2015,,,,,
Charle,2016,,,,,
Charle,2017,,,,,
Charle,2018,,,,,
Charle,2019,,,,,
Charle,2020,,,,,
Daniel Annie Pope,2010,,,,,
Daniel Annie Pope,2011,,,,,
Daniel Annie Pope,2012,,,,,
Daniel Annie Pope,2013,,,,,
Daniel Annie Pope,2014,,,,,
Daniel Annie Pope,2015,,,,,
Daniel Annie Pope,2016,,,,,
Daniel Annie Pope,2017,,,,,
Daniel Annie Pope,2018,,,,,
Daniel Annie Pope,2019,,,,,
Daniel Annie Pope,2020,,,,,
Goundamani,2010,,,,,
Goundamani,2011,,,,,
Goundamani,2012,,,,,
Goundamani,2013,,,,,
Goundamani,2014,,,,,
Goundamani,2015,,,,,
Goundamani,2016,,,,,
Goundamani,2017,,,,,
Goundamani,2018,,,,,
Goundamani,2019,,,,,
Goundamani,2020,,,,,
Asin,2010,,,,,
Asin,2011,,,,,
Asin,2012,,,,,
Asin,2013,,,,,
Asin,2014,,,,,
Asin,2015,,,,,
Asin,2016,,,,,
Asin,2017,,,,,
Asin,2018,,,,,
Asin,2019,,,,,
Asin,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
,2010,,,,,
,2011,,,,,
,2012,,,,,
,2013,,,,,
,2014,,,,,
,2015,,,,,
,2016,,,,,
,2017,,,,,
,2018,,,,,
,2019,,,,,
,2020,,,,,
